#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2024-01-01 00:00:00+00:00 2024-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CLE,2024-01-27 08:51,39.00,38.00,96.16,0.00,0.00,0.00,30.17,1023.70,0.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,39.00,KCLE 270851Z 00000KT 1/2SM BR OVC002 04/03 A3017 RMK AO2 SFC VIS 3/4 SLP237 T00390033 53002,M
CLE,2024-01-27 09:51,38.00,38.00,100.00,0.00,0.00,0.00,30.16,1023.70,0.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,38.00,KCLE 270951Z 00000KT 1/2SM BR OVC002 03/03 A3016 RMK AO2 SFC VIS 1 SLP237 T00330033,M
CLE,2024-01-27 10:51,39.00,37.00,92.45,290.00,4.00,0.00,30.18,1024.40,0.75,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,35.59,KCLE 271051Z 29004KT 3/4SM BR OVC002 04/03 A3018 RMK AO2 SFC VIS 4 SLP244 T00390028,M
CLE,2024-01-27 11:51,38.00,37.00,96.14,280.00,4.00,0.00,30.19,1024.70,9.00,M,OVC,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,34.43,KCLE 271151Z 28004KT 9SM OVC003 03/03 A3019 RMK AO2 SLP247 70002 T00330028 10039 20033 53009,M
CLE,2024-01-27 12:51,38.00,36.00,92.42,250.00,4.00,0.00,30.23,1025.80,5.00,M,BKN,OVC,M,M,300.00,800.00,M,M,BR,M,M,M,M,M,M,34.43,KCLE 271251Z 25004KT 5SM BR BKN003 OVC008 03/02 A3023 RMK AO2 SLP258 T00330022,M
CLE,2024-01-27 13:51,38.00,37.00,96.14,0.00,0.00,0.00,30.22,1025.50,5.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,38.00,KCLE 271351Z 00000KT 5SM BR OVC004 03/03 A3022 RMK AO2 SLP255 T00330028,M
CLE,2024-01-27 14:51,39.00,38.00,96.16,200.00,3.00,0.00,30.21,1025.20,10.00,M,BKN,OVC,M,M,300.00,2900.00,M,M,M,M,M,M,M,M,M,36.69,KCLE 271451Z 20003KT 10SM BKN003 OVC029 04/03 A3021 RMK AO2 SLP252 T00390033 50004,M
CLE,2024-01-27 15:51,40.00,38.00,92.49,320.00,3.00,0.00,30.20,1024.90,10.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,37.83,KCLE 271551Z 32003KT 10SM OVC007 04/03 A3020 RMK AO2 SLP249 T00440033,M
CLE,2024-01-27 16:51,41.00,38.00,88.97,210.00,3.00,0.00,30.20,1024.90,10.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,38.98,KCLE 271651Z 21003KT 10SM OVC009 05/03 A3020 RMK AO2 SLP249 T00500033,M
CLE,2024-01-27 17:51,41.00,38.00,88.97,0.00,0.00,0.00,30.17,1023.70,10.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,41.00,KCLE 271751Z 00000KT 10SM OVC007 05/03 A3017 RMK AO2 SLP237 T00500033 10056 20033 58014,M
CLE,2024-01-27 18:51,42.00,38.00,85.60,340.00,3.00,0.00,30.14,1022.60,9.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,40.12,KCLE 271851Z 34003KT 9SM OVC007 06/03 A3014 RMK AO2 SLP226 T00560033,M
CLE,2024-01-27 19:51,43.00,38.00,82.37,0.00,0.00,0.00,30.12,1022.10,10.00,M,BKN,OVC,M,M,800.00,2000.00,M,M,M,M,M,M,M,M,M,43.00,KCLE 271951Z 00000KT 10SM BKN008 OVC020 06/03 A3012 RMK AO2 SLP221 T00610033,M
CLE,2024-01-27 20:51,38.00,36.00,92.42,10.00,8.00,0.00,30.09,1021.30,6.00,M,FEW,FEW,OVC,M,400.00,1000.00,1500.00,M,BR,M,M,M,M,M,M,31.50,KCLE 272051Z 01008KT 6SM BR FEW004 FEW010 OVC015 03/02 A3009 RMK AO2 SLP213 T00330022 56014,M
CLE,2024-01-27 21:51,37.00,35.00,92.39,20.00,9.00,0.00,30.07,1020.60,1.75,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,29.73,KCLE 272151Z 02009KT 1 3/4SM BR OVC003 03/02 A3007 RMK AO2 SLP206 T00280017,M
CLE,2024-01-27 22:51,37.00,35.00,92.39,40.00,9.00,0.00,30.06,1020.10,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,29.73,KCLE 272251Z 04009KT 2 1/2SM BR OVC002 03/02 A3006 RMK AO2 SLP201 T00280017,M
CLE,2024-01-27 23:51,37.00,36.00,96.13,30.00,9.00,0.00,30.07,1020.30,1.25,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,29.73,KCLE 272351Z 03009KT 1 1/4SM BR OVC002 03/02 A3007 RMK AO2 SLP203 T00280022 10061 20022 55009,M
CLE,2024-01-28 00:51,37.00,36.00,96.13,30.00,7.00,0.00,30.04,1019.60,4.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,30.87,KCLE 280051Z 03007KT 4SM BR OVC002 03/02 A3004 RMK AO2 SLP196 T00280022,M
CLE,2024-01-28 01:51,37.00,36.00,96.13,40.00,8.00,0.00,30.02,1018.60,4.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,30.27,KCLE 280151Z 04008KT 4SM BR OVC002 03/02 A3002 RMK AO2 SLP186 T00280022,M
CLE,2024-01-28 02:51,37.00,36.00,96.13,40.00,7.00,0.03,29.97,1017.20,5.00,M,SCT,OVC,M,M,2400.00,5500.00,M,M,-RA BR,M,M,M,M,M,M,30.87,KCLE 280251Z COR 04007KT 5SM -RA BR SCT024 OVC055 03/02 A2997 RMK AO2 SLP172 RAB0159 P0003 60003 T00280022 58030,M
CLE,2024-01-28 03:51,37.00,36.00,96.13,20.00,7.00,0.01,29.95,1016.40,3.00,M,BKN,OVC,M,M,300.00,1500.00,M,M,-RA BR,M,M,M,M,M,M,30.87,KCLE 280351Z 02007KT 3SM -RA BR BKN003 OVC015 03/02 A2995 RMK AO2 SLP164 P0001 T00280022,M
CLE,2024-01-28 04:51,37.00,35.00,92.39,30.00,9.00,0.08,29.92,1015.30,5.00,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,29.73,KCLE 280451Z 03009KT 5SM -RA BR OVC002 03/02 A2992 RMK AO2 PRESFR SLP153 P0008 T00280017 400610022,M
CLE,2024-01-28 05:51,37.00,35.00,92.39,30.00,13.00,0.08,29.87,1013.60,7.00,M,OVC,M,M,M,200.00,M,M,M,-RA,M,M,M,M,M,M,27.97,KCLE 280551Z 03013KT 7SM -RA OVC002 03/02 A2987 RMK AO2 SLP136 P0008 60020 T00280017 10028 20022 58035,M
CLE,2024-01-28 06:51,37.00,36.00,96.13,30.00,11.00,0.02,29.83,1012.40,6.00,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,28.79,KCLE 280651Z 03011KT 6SM -RA BR OVC002 03/02 A2983 RMK AO2 SLP124 P0002 T00280022,M
CLE,2024-01-28 07:51,37.00,36.00,96.13,10.00,8.00,0.04,29.82,1012.00,5.00,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,30.27,KCLE 280751Z 01008KT 5SM -RA BR OVC002 03/02 A2982 RMK AO2 SLP120 P0004 T00280022,M
CLE,2024-01-28 08:51,38.00,36.00,92.42,20.00,11.00,0.13,29.77,1010.40,5.00,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,30.05,KCLE 280851Z 02011KT 5SM -RA BR OVC003 03/02 A2977 RMK AO2 PRESFR SLP104 P0013 60019 T00330022 58031,M
CLE,2024-01-28 09:51,37.00,36.00,96.13,40.00,20.00,0.03,29.70,1008.00,6.00,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,27.00,40.00,2024-01-28 09:42,25.78,KCLE 280951Z 04020KT 6SM -RA BR OVC002 03/02 A2970 RMK AO2 PK WND 04027/0942 SLP080 P0003 T00280022,M
CLE,2024-01-28 10:51,38.00,36.00,92.42,10.00,8.00,0.01,29.73,1008.80,10.00,M,OVC,M,M,M,500.00,M,M,M,-RA,M,M,M,29.00,50.00,2024-01-28 10:02,31.50,KCLE 281051Z 01008KT 10SM -RA OVC005 03/02 A2973 RMK AO2 PK WND 05029/1002 SLP088 P0001 T00330022,M
CLE,2024-01-28 11:51,37.00,36.00,96.13,20.00,10.00,T,29.72,1008.70,10.00,M,BKN,OVC,M,M,300.00,1100.00,M,M,M,M,M,M,M,M,M,29.24,KCLE 281151Z 02010KT 10SM BKN003 OVC011 03/02 A2972 RMK AO2 RAE33 SLP087 P0000 60023 70043 T00280022 10033 20028 56018,M
CLE,2024-01-28 12:51,38.00,36.00,92.42,30.00,12.00,0.00,29.74,1009.10,10.00,M,SCT,OVC,M,M,400.00,1800.00,M,M,M,M,M,M,M,M,M,29.64,KCLE 281251Z 03012KT 10SM SCT004 OVC018 03/02 A2974 RMK AO2 SLP091 T00330022,M
CLE,2024-01-28 13:51,37.00,35.00,92.39,20.00,16.00,T,29.74,1009.20,4.00,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,26.94,KCLE 281351Z 02016KT 4SM -RA BR OVC003 03/02 A2974 RMK AO2 RAB17 SLP092 P0000 T00280017,M
CLE,2024-01-28 14:51,36.00,35.00,96.11,20.00,18.00,0.05,29.74,1009.20,3.00,29.00,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,29.00,30.00,2024-01-28 14:34,25.01,KCLE 281451Z 02018G29KT 3SM -RA BR OVC004 02/02 A2974 RMK AO2 PK WND 03029/1434 SLP092 P0005 60005 T00220017 50005,M
CLE,2024-01-28 15:51,36.00,34.00,92.35,20.00,18.00,0.04,29.75,1009.50,5.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,31.00,30.00,2024-01-28 14:52,25.01,KCLE 281551Z 02018KT 5SM -RA BR OVC004 02/01 A2975 RMK AO2 PK WND 03031/1452 SLP095 P0004 T00220011,M
CLE,2024-01-28 16:51,35.00,33.00,92.32,30.00,17.00,0.07,29.75,1009.70,3.00,28.00,OVC,M,M,M,500.00,M,M,M,-SN,M,M,M,31.00,20.00,2024-01-28 16:02,24.01,KCLE 281651Z 03017G28KT 3SM -SN OVC005 02/01 A2975 RMK AO2 PK WND 02031/1602 RAE48PLB30E38SNB38 SLP097 P0007 T00170006,M
CLE,2024-01-28 17:51,35.00,33.00,92.32,20.00,16.00,0.06,29.76,1009.90,3.00,22.00,OVC,M,M,M,400.00,M,M,M,-SN,M,M,M,27.00,10.00,2024-01-28 16:55,24.33,KCLE 281751Z 02016G22KT 3SM -SN OVC004 02/01 A2976 RMK AO2 PK WND 01027/1655 SLP099 P0006 60022 T00170006 10033 20017 52004,M
CLE,2024-01-28 18:51,34.00,32.00,92.29,10.00,12.00,0.05,29.77,1010.50,2.00,M,OVC,M,M,M,400.00,M,M,M,-SN,M,M,M,M,M,M,24.55,KCLE 281851Z 01012KT 2SM -SN OVC004 01/00 A2977 RMK AO2 SLP105 P0005 T00110000,M
CLE,2024-01-28 19:51,34.00,32.00,92.29,360.00,15.00,0.03,29.79,1011.00,3.00,21.00,OVC,M,M,M,300.00,M,M,M,-SN BR,M,M,M,M,M,M,23.37,KCLE 281951Z 36015G21KT 3SM -SN BR OVC003 01/00 A2979 RMK AO2 SLP110 P0003 T00110000,M
CLE,2024-01-28 20:51,34.00,32.00,92.29,360.00,17.00,0.03,29.82,1011.90,2.50,23.00,OVC,M,M,M,300.00,M,M,M,-SN BR,M,M,M,M,M,M,22.70,KCLE 282051Z 36017G23KT 2 1/2SM -SN BR OVC003 01/00 A2982 RMK AO2 SLP119 P0003 60011 T00110000 53019,M
CLE,2024-01-28 21:51,34.00,32.00,92.29,10.00,15.00,0.01,29.84,1012.80,2.50,M,OVC,M,M,M,300.00,M,M,M,-SN BR,M,M,M,26.00,350.00,2024-01-28 21:04,23.37,KCLE 282151Z 01015KT 2 1/2SM -SN BR OVC003 01/00 A2984 RMK AO2 PK WND 35026/2104 SFC VIS 3 SLP128 P0001 T00110000,M
CLE,2024-01-28 22:51,34.00,33.00,96.08,360.00,15.00,0.02,29.88,1014.10,2.50,M,OVC,M,M,M,400.00,M,M,M,-SN BR,M,M,M,M,M,M,23.37,KCLE 282251Z 36015KT 2 1/2SM -SN BR OVC004 01/01 A2988 RMK AO2 SLP141 P0002 T00110006,M
CLE,2024-01-28 23:51,35.00,33.00,92.32,360.00,13.00,0.01,29.91,1015.20,2.50,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,25.41,KCLE 282351Z 36013KT 2 1/2SM -RA BR OVC004 02/01 A2991 RMK AO2 SFC VIS 3 RAB49SNE49 SLP152 P0001 60015 T00170006 10017 20011 53032,M
CLE,2024-01-29 00:51,35.00,33.00,92.32,340.00,12.00,0.01,29.94,1016.30,2.50,M,OVC,M,M,M,400.00,M,M,M,-DZ BR,M,M,M,M,M,M,25.82,KCLE 290051Z 34012KT 2 1/2SM -DZ BR OVC004 02/01 A2994 RMK AO2 RAE21DZB21 SLP163 P0001 T00170006,M
CLE,2024-01-29 01:51,35.00,33.00,92.32,340.00,13.00,0.01,29.96,1017.00,2.50,M,OVC,M,M,M,400.00,M,M,M,-DZ BR,M,M,M,M,M,M,25.41,KCLE 290151Z 34013KT 2 1/2SM -DZ BR OVC004 02/01 A2996 RMK AO2 SLP170 P0001 T00170006,M
CLE,2024-01-29 02:51,35.00,33.00,92.32,350.00,9.00,T,29.98,1017.40,2.50,M,BKN,OVC,M,M,400.00,900.00,M,M,-DZ BR,M,M,M,M,M,M,27.24,KCLE 290251Z 35009KT 2 1/2SM -DZ BR BKN004 OVC009 02/01 A2998 RMK AO2 SFC VIS 6 SLP174 P0000 60002 T00170006 51021,M
CLE,2024-01-29 03:51,35.00,31.00,85.17,340.00,12.00,T,29.99,1018.00,10.00,19.00,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,25.82,KCLE 290351Z 34012G19KT 10SM OVC016 02/M01 A2999 RMK AO2 DZE0258 SLP180 P0000 T00171006,M
CLE,2024-01-29 04:51,34.00,30.00,85.11,350.00,15.00,0.00,30.01,1018.50,10.00,M,SCT,OVC,M,M,1900.00,2900.00,M,M,M,M,M,M,M,M,M,23.37,KCLE 290451Z 35015KT 10SM SCT019 OVC029 01/M01 A3001 RMK AO2 SLP185 T00111011 400330011,M
CLE,2024-01-29 05:51,34.00,31.00,88.63,340.00,10.00,T,30.01,1018.80,9.00,M,FEW,BKN,OVC,M,700.00,1500.00,2200.00,M,-SN,M,M,M,M,M,M,25.48,KCLE 290551Z 34010KT 9SM -SN FEW007 BKN015 OVC022 01/M01 A3001 RMK AO2 SNB38 SLP188 P0000 60002 T00111006 10017 20011 51007,M
CLE,2024-01-29 06:51,33.00,31.00,92.25,330.00,9.00,0.01,30.03,1019.20,7.00,M,BKN,OVC,M,M,400.00,1600.00,M,M,-SN,M,M,M,M,M,M,24.76,KCLE 290651Z 33009KT 7SM -SN BKN004 OVC016 01/M01 A3003 RMK AO2 SLP192 P0001 T00061006,M
CLE,2024-01-29 07:51,33.00,31.00,92.25,320.00,10.00,0.01,30.04,1019.70,9.00,M,OVC,M,M,M,600.00,M,M,M,-SN,M,M,M,M,M,M,24.22,KCLE 290751Z 32010KT 9SM -SN OVC006 01/M01 A3004 RMK AO2 SLP197 P0001 T00061006,M
CLE,2024-01-29 08:51,33.00,30.00,88.58,320.00,11.00,T,30.05,1019.90,8.00,M,FEW,BKN,OVC,M,1100.00,1700.00,2800.00,M,-SN,M,M,M,M,M,M,23.73,KCLE 290851Z 32011KT 8SM -SN FEW011 BKN017 OVC028 01/M01 A3005 RMK AO2 SLP199 P0000 60002 T00061011 53007,M
CLE,2024-01-29 09:51,34.00,29.00,81.71,330.00,9.00,T,30.05,1020.10,9.00,M,OVC,M,M,M,2700.00,M,M,M,-SN,M,M,M,M,M,M,26.00,KCLE 290951Z 33009KT 9SM -SN OVC027 01/M02 A3005 RMK AO2 SLP201 P0000 T00111017,M
CLE,2024-01-29 10:51,33.00,29.00,85.04,310.00,8.00,T,30.06,1020.30,8.00,M,OVC,M,M,M,2600.00,M,M,M,-SN,M,M,M,M,M,M,25.34,KCLE 291051Z 31008KT 8SM -SN OVC026 01/M02 A3006 RMK AO2 SLP203 P0000 T00061017,M
CLE,2024-01-29 11:51,33.00,30.00,88.58,320.00,7.00,T,30.08,1021.10,9.00,M,FEW,OVC,M,M,1900.00,2600.00,M,M,-SN,M,M,M,M,M,M,26.00,KCLE 291151Z 32007KT 9SM -SN FEW019 OVC026 01/M01 A3008 RMK AO2 SLP211 P0000 60002 70041 T00061011 10011 20000 53012,M
CLE,2024-01-29 12:51,32.00,29.00,88.53,350.00,9.00,T,30.10,1021.50,8.00,M,BKN,OVC,M,M,1000.00,1600.00,M,M,-SN,M,M,M,M,M,M,23.51,KCLE 291251Z 35009KT 8SM -SN BKN010 OVC016 00/M02 A3010 RMK AO2 SLP215 P0000 T00001017,M
CLE,2024-01-29 13:51,32.00,30.00,92.22,320.00,5.00,0.01,30.10,1021.90,6.00,M,SCT,OVC,M,M,700.00,1200.00,M,M,-SN BR,M,M,M,M,M,M,26.40,KCLE 291351Z 32005KT 6SM -SN BR SCT007 OVC012 00/M01 A3010 RMK AO2 SLP219 P0001 T00001011,M
CLE,2024-01-29 14:51,33.00,30.00,88.58,310.00,5.00,T,30.11,1022.20,9.00,M,FEW,SCT,OVC,M,700.00,1400.00,2300.00,M,-SN,M,M,M,M,M,M,27.58,KCLE 291451Z 31005KT 9SM -SN FEW007 SCT014 OVC023 01/M01 A3011 RMK AO2 SLP222 P0000 60001 T00061011 51010,M
CLE,2024-01-29 15:51,33.00,30.00,88.58,320.00,8.00,T,30.13,1022.60,6.00,M,SCT,OVC,M,M,1000.00,2000.00,M,M,-SN BR,M,M,M,M,M,M,25.34,KCLE 291551Z 32008KT 6SM -SN BR SCT010 OVC020 01/M01 A3013 RMK AO2 SLP226 P0000 T00061011,M
CLE,2024-01-29 16:51,34.00,29.00,81.71,320.00,7.00,T,30.13,1022.70,8.00,M,SCT,OVC,M,M,1000.00,1900.00,M,M,-SN,M,M,M,M,M,M,27.22,KCLE 291651Z 32007KT 8SM -SN SCT010 OVC019 01/M02 A3013 RMK AO2 SLP227 P0000 T00111017,M
CLE,2024-01-29 17:51,34.00,28.00,78.43,290.00,7.00,T,30.12,1022.20,9.00,M,OVC,M,M,M,1600.00,M,M,M,-SN,M,M,M,M,M,M,27.22,KCLE 291751Z 29007KT 9SM -SN OVC016 01/M02 A3012 RMK AO2 SLP222 P0000 60001 T00111022 10011 20000 50000,M
CLE,2024-01-29 18:51,34.00,28.00,78.43,300.00,7.00,T,30.11,1022.00,9.00,M,OVC,M,M,M,1800.00,M,M,M,-SN,M,M,M,M,M,M,27.22,KCLE 291851Z 30007KT 9SM -SN OVC018 01/M02 A3011 RMK AO2 SLP220 P0000 T00111022,M
CLE,2024-01-29 19:51,34.00,28.00,78.43,260.00,7.00,T,30.09,1021.50,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,27.22,KCLE 291951Z 26007KT 10SM OVC017 01/M02 A3009 RMK AO2 SNE51 SLP215 P0000 T00111022,M
CLE,2024-01-29 20:51,34.00,29.00,81.71,260.00,4.00,T,30.10,1021.60,7.00,M,OVC,M,M,M,1800.00,M,M,M,-SN,M,M,M,M,M,M,29.76,KCLE 292051Z 26004KT 7SM -SN OVC018 01/M02 A3010 RMK AO2 SNB04 SLP216 P0000 60000 T00111017 55006,M
CLE,2024-01-29 21:51,34.00,29.00,81.71,260.00,6.00,T,30.10,1021.60,9.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,27.94,KCLE 292151Z 26006KT 9SM OVC013 01/M02 A3010 RMK AO2 SNE48 SLP216 P0000 T00111017,M
CLE,2024-01-29 22:51,33.00,28.00,81.63,250.00,10.00,0.00,30.10,1021.90,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,24.22,KCLE 292251Z 25010KT 10SM OVC014 01/M02 A3010 RMK AO2 SLP219 T00061022,M
CLE,2024-01-29 23:51,33.00,28.00,81.63,250.00,8.00,0.00,30.12,1022.30,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 292351Z 25008KT 10SM OVC013 01/M02 A3012 RMK AO2 SLP223 60000 T00061022 10011 20006 53007,M
CLE,2024-01-30 00:51,33.00,28.00,81.63,210.00,8.00,0.00,30.11,1022.20,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 300051Z 21008KT 10SM OVC012 01/M02 A3011 RMK AO2 SLP222 T00061022,M
CLE,2024-01-30 01:51,33.00,29.00,85.04,230.00,9.00,0.00,30.11,1022.00,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 300151Z 23009KT 10SM OVC011 01/M02 A3011 RMK AO2 SLP220 T00061017,M
CLE,2024-01-30 02:51,33.00,29.00,85.04,200.00,7.00,0.00,30.10,1021.60,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,26.00,KCLE 300251Z 20007KT 10SM OVC011 01/M02 A3010 RMK AO2 SLP216 T00061017 58007,M
CLE,2024-01-30 03:51,33.00,28.00,81.63,230.00,9.00,0.00,30.08,1021.00,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 300351Z 23009KT 10SM OVC012 01/M02 A3008 RMK AO2 SLP210 T00061022,M
CLE,2024-01-30 04:51,33.00,28.00,81.63,200.00,9.00,0.00,30.06,1020.40,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 300451Z 20009KT 10SM OVC014 01/M02 A3006 RMK AO2 SLP204 T00061022 400110000,M
CLE,2024-01-30 05:51,33.00,28.00,81.63,190.00,8.00,0.00,30.05,1020.00,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 300551Z 19008KT 10SM OVC015 01/M02 A3005 RMK AO2 SLP200 T00061022 10006 20006 56015,M
CLE,2024-01-30 06:51,33.00,28.00,81.63,200.00,8.00,0.00,30.04,1019.80,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 300651Z 20008KT 10SM OVC015 01/M02 A3004 RMK AO2 SLP198 T00061022,M
CLE,2024-01-30 07:51,33.00,27.00,78.34,200.00,12.00,0.00,30.04,1019.60,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,23.27,KCLE 300751Z 20012KT 10SM OVC015 01/M03 A3004 RMK AO2 SLP196 T00061028,M
CLE,2024-01-30 08:51,33.00,27.00,78.34,190.00,9.00,0.00,30.02,1018.90,9.00,18.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 300851Z 19009G18KT 9SM OVC015 01/M03 A3002 RMK AO2 SLP189 T00061028 58011,M
CLE,2024-01-30 09:51,33.00,27.00,78.34,190.00,12.00,0.00,30.00,1018.30,9.00,18.00,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,23.27,KCLE 300951Z 19012G18KT 9SM OVC014 01/M03 A3000 RMK AO2 SLP183 T00061028,M
CLE,2024-01-30 10:51,33.00,28.00,81.63,190.00,9.00,0.00,30.00,1018.40,10.00,18.00,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 301051Z 19009G18KT 10SM OVC014 01/M02 A3000 RMK AO2 SLP184 T00061022,M
CLE,2024-01-30 11:51,33.00,27.00,78.34,180.00,11.00,0.00,29.98,1017.70,10.00,M,BKN,BKN,M,M,1300.00,24000.00,M,M,M,M,M,M,M,M,M,23.73,KCLE 301151Z 18011KT 10SM BKN013 BKN240 01/M03 A2998 RMK AO2 SLP177 70001 T00061028 10006 20006 58011,M
CLE,2024-01-30 12:51,33.00,28.00,81.63,180.00,12.00,0.00,29.98,1017.50,9.00,22.00,SCT,BKN,BKN,M,1300.00,14000.00,25000.00,M,M,M,M,M,M,M,M,23.27,KCLE 301251Z 18012G22KT 9SM SCT013 BKN140 BKN250 01/M02 A2998 RMK AO2 SLP175 T00061022,M
CLE,2024-01-30 13:51,34.00,28.00,78.43,180.00,13.00,0.00,29.98,1017.40,10.00,22.00,SCT,BKN,M,M,19000.00,25000.00,M,M,M,M,M,M,M,M,M,24.13,KCLE 301351Z 18013G22KT 10SM SCT190 BKN250 01/M02 A2998 RMK AO2 SLP174 T00111022,M
CLE,2024-01-30 14:51,35.00,29.00,78.51,170.00,14.00,0.00,29.96,1017.10,10.00,M,SCT,BKN,BKN,M,5500.00,19000.00,25000.00,M,M,M,M,M,M,M,M,25.03,KCLE 301451Z 17014KT 10SM SCT055 BKN190 BKN250 02/M02 A2996 RMK AO2 SLP171 T00171017 58006,M
CLE,2024-01-30 15:51,36.00,29.00,75.46,170.00,15.00,0.00,29.96,1016.90,10.00,23.00,FEW,BKN,OVC,M,5500.00,15000.00,25000.00,M,M,M,M,M,M,M,M,25.97,KCLE 301551Z 17015G23KT 10SM FEW055 BKN150 OVC250 02/M02 A2996 RMK AO2 SLP169 T00221017,M
CLE,2024-01-30 16:51,38.00,31.00,75.65,160.00,15.00,0.00,29.94,1016.20,10.00,21.00,FEW,BKN,OVC,M,5500.00,13000.00,20000.00,M,M,M,M,M,M,M,M,28.56,KCLE 301651Z 16015G21KT 10SM FEW055 BKN130 OVC200 03/M01 A2994 RMK AO2 SLP162 T00331006,M
CLE,2024-01-30 17:51,39.00,30.00,69.85,180.00,15.00,0.00,29.92,1015.50,10.00,21.00,BKN,OVC,M,M,8000.00,20000.00,M,M,M,M,M,M,M,M,M,29.85,KCLE 301751Z 18015G21KT 10SM BKN080 OVC200 04/M01 A2992 RMK AO2 SLP155 T00391011 10044 20006 58015,M
CLE,2024-01-30 18:51,39.00,30.00,69.85,180.00,12.00,0.00,29.90,1014.90,10.00,M,BKN,OVC,M,M,7000.00,20000.00,M,M,M,M,M,M,M,M,M,30.91,KCLE 301851Z 18012KT 10SM BKN070 OVC200 04/M01 A2990 RMK AO2 SLP149 T00391011,M
CLE,2024-01-30 19:51,39.00,31.00,72.75,160.00,9.00,0.00,29.90,1014.80,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,32.22,KCLE 301951Z 16009KT 10SM OVC070 04/M01 A2990 RMK AO2 SLP148 T00391006,M
CLE,2024-01-30 20:51,39.00,31.00,72.75,160.00,8.00,0.00,29.90,1014.90,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,32.74,KCLE 302051Z 16008KT 10SM OVC055 04/M01 A2990 RMK AO2 SLP149 T00391006 55006,M
