#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2024-01-01 00:00:00+00:00 2024-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
BKL,2024-02-08 18:53,64.00,30.00,27.71,160.00,10.00,0.00,30.00,1015.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.00,KBKL 081853Z 16010KT 10SM CLR 18/M01 A3000 RMK AO2 SLP159 T01781011,M
BKL,2024-02-08 19:53,66.00,31.00,26.92,200.00,14.00,0.00,29.99,1015.40,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.00,KBKL 081953Z 20014G22KT 10SM CLR 19/M01 A2999 RMK AO2 SLP154 T01891006,M
BKL,2024-02-08 20:53,63.00,29.00,27.56,180.00,11.00,0.00,29.95,1014.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,200.00,2024-02-08 20:16,63.00,KBKL 082053Z 18011KT 10SM CLR 17/M02 A2995 RMK AO2 PK WND 20026/2016 SLP144 T01721017 56027,M
BKL,2024-02-08 21:53,63.00,30.00,28.70,150.00,12.00,0.00,29.92,1013.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KBKL 082153Z 15012KT 10SM CLR 17/M01 A2992 RMK AO2 SLP133 T01721011,M
BKL,2024-02-08 22:53,60.00,30.00,31.92,160.00,10.00,0.00,29.93,1013.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.00,KBKL 082253Z 16010KT 10SM CLR 16/M01 A2993 RMK AO2 SLP136 T01561011,M
BKL,2024-02-08 23:53,59.00,31.00,34.45,160.00,11.00,0.00,29.93,1013.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KBKL 082353Z 16011KT 10SM CLR 15/M01 A2993 RMK AO2 SLP136 T01501006 10194 20150 55007,M
BKL,2024-02-09 00:53,59.00,30.00,33.08,160.00,13.00,0.00,29.92,1013.20,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KBKL 090053Z 16013G22KT 10SM CLR 15/M01 A2992 RMK AO2 SLP132 T01501011,M
BKL,2024-02-09 01:53,59.00,29.00,31.76,170.00,17.00,0.00,29.90,1012.50,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,170.00,2024-02-09 01:38,59.00,KBKL 090153Z 17017G26KT 10SM CLR 15/M02 A2990 RMK AO2 PK WND 17027/0138 SLP125 T01501017,M
BKL,2024-02-09 02:53,58.00,28.00,31.59,150.00,14.00,0.00,29.89,1012.10,10.00,24.00,SCT,SCT,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,58.00,KBKL 090253Z 15014G24KT 10SM SCT070 SCT095 14/M02 A2989 RMK AO2 SLP121 T01441022 56015,M
BKL,2024-02-09 03:53,60.00,26.00,27.08,180.00,15.00,T,29.88,1011.90,10.00,27.00,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,27.00,160.00,2024-02-09 03:47,60.00,KBKL 090353Z 18015G27KT 10SM BKN050 OVC070 16/M03 A2988 RMK AO2 PK WND 16027/0347 RAB13E35 SLP119 P0000 T01561033,M
BKL,2024-02-09 04:53,60.00,26.00,27.08,180.00,15.00,T,29.87,1011.30,10.00,26.00,BKN,OVC,M,M,7500.00,9500.00,M,M,M,M,M,M,28.00,180.00,2024-02-09 04:06,60.00,KBKL 090453Z 18015G26KT 10SM BKN075 OVC095 16/M03 A2987 RMK AO2 PK WND 18028/0406 RAB0355E06 SLP113 P0000 T01561033 401940044,M
BKL,2024-02-09 05:53,58.00,30.00,34.28,180.00,13.00,0.00,29.87,1011.30,10.00,22.00,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,28.00,190.00,2024-02-09 05:05,58.00,KBKL 090553Z 18013G22KT 10SM FEW110 14/M01 A2987 RMK AO2 PK WND 19028/0505 SLP113 60000 T01441011 10161 20139 56006,M
BKL,2024-02-09 06:53,57.00,32.00,38.54,180.00,13.00,0.00,29.87,1011.20,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.00,KBKL 090653Z 18013G21KT 10SM CLR 14/00 A2987 RMK AO2 SLP112 T01390000,M
BKL,2024-02-09 07:53,56.00,34.00,43.30,170.00,12.00,0.00,29.86,1011.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.00,KBKL 090753Z 17012KT 10SM CLR 13/01 A2986 RMK AO2 SLP111 T01330011,M
BKL,2024-02-09 08:53,55.00,35.00,46.73,170.00,12.00,0.00,29.87,1011.40,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KBKL 090853Z 17012G19KT 10SM CLR 13/02 A2987 RMK AO2 SLP114 T01280017 55000,M
BKL,2024-02-09 09:53,55.00,38.00,52.60,170.00,11.00,0.00,29.88,1011.70,10.00,19.00,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,55.00,KBKL 090953Z 17011G19KT 10SM OVC036 13/03 A2988 RMK AO2 SLP117 T01280033,M
BKL,2024-02-09 10:53,56.00,40.00,54.85,180.00,12.00,0.00,29.89,1012.20,10.00,19.00,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,56.00,KBKL 091053Z 18012G19KT 10SM OVC034 13/04 A2989 RMK AO2 SLP122 T01330044,M
BKL,2024-02-09 11:53,56.00,42.00,59.26,180.00,12.00,0.00,29.89,1012.20,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,56.00,KBKL 091153Z 18012KT 10SM OVC035 13/06 A2989 RMK AO2 SLP122 T01330056 10144 20128 50007,M
BKL,2024-02-09 12:53,56.00,43.00,61.59,180.00,15.00,0.00,29.90,1012.30,10.00,23.00,BKN,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,56.00,KBKL 091253Z 18015G23KT 10SM BKN042 13/06 A2990 RMK AO2 SLP123 T01330061,M
BKL,2024-02-09 13:53,57.00,43.00,59.40,190.00,17.00,0.00,29.90,1012.50,10.00,24.00,FEW,OVC,M,M,3600.00,4500.00,M,M,M,M,M,M,26.00,180.00,2024-02-09 13:23,57.00,KBKL 091353Z 19017G24KT 10SM FEW036 OVC045 14/06 A2990 RMK AO2 PK WND 18026/1323 SLP125 T01390061,M
BKL,2024-02-09 14:53,59.00,43.00,55.28,190.00,17.00,0.00,29.89,1012.00,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,28.00,190.00,2024-02-09 14:41,59.00,KBKL 091453Z 19017G26KT 10SM CLR 15/06 A2989 RMK AO2 PK WND 19028/1441 SLP120 T01500061 58002,M
BKL,2024-02-09 15:53,62.00,45.00,53.63,220.00,12.00,0.00,29.88,1011.80,10.00,M,FEW,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,62.00,KBKL 091553Z 22012KT 10SM FEW034 17/07 A2988 RMK AO2 SLP118 T01670072,M
BKL,2024-02-09 16:53,62.00,44.00,51.63,190.00,11.00,0.00,29.87,1011.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.00,KBKL 091653Z 19011KT 10SM CLR 17/07 A2987 RMK AO2 SLP113 T01670067,M
BKL,2024-02-09 17:53,64.00,45.00,49.99,200.00,15.00,0.00,29.84,1010.40,10.00,20.00,BKN,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,64.00,KBKL 091753Z 20015G20KT 10SM BKN044 18/07 A2984 RMK AO2 SLP104 T01780072 10178 20133 58015,M
BKL,2024-02-09 18:53,64.00,45.00,49.99,220.00,15.00,0.00,29.82,1009.80,10.00,21.00,BKN,BKN,M,M,4500.00,5000.00,M,M,M,M,M,M,M,M,M,64.00,KBKL 091853Z 22015G21KT 10SM BKN045 BKN050 18/07 A2982 RMK AO2 SLP098 T01780072,M
BKL,2024-02-09 19:53,64.00,43.00,46.32,220.00,15.00,0.00,29.81,1009.30,10.00,24.00,FEW,M,M,M,4900.00,M,M,M,M,M,M,M,33.00,220.00,2024-02-09 19:22,64.00,KBKL 091953Z 22015G24KT 10SM FEW049 18/06 A2981 RMK AO2 PK WND 22033/1922 SLP093 T01780061,M
BKL,2024-02-09 20:53,66.00,42.00,41.57,210.00,19.00,0.00,29.80,1009.00,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,210.00,2024-02-09 20:49,66.00,KBKL 092053Z 21019G29KT 10SM CLR 19/06 A2980 RMK AO2 PK WND 21029/2049 SLP090 T01890056 56013,M
BKL,2024-02-09 21:53,66.00,42.00,41.57,210.00,16.00,0.00,29.79,1008.60,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,230.00,2024-02-09 20:54,66.00,KBKL 092153Z 21016G26KT 10SM CLR 19/06 A2979 RMK AO2 PK WND 23027/2054 SLP086 T01890056,M
BKL,2024-02-09 22:53,64.00,41.00,42.88,210.00,12.00,0.00,29.79,1008.70,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,220.00,2024-02-09 22:18,64.00,KBKL 092253Z 21012G23KT 10SM CLR 18/05 A2979 RMK AO2 PK WND 22027/2218 SLP087 T01780050,M
BKL,2024-02-09 23:53,62.00,44.00,51.63,190.00,16.00,0.00,29.81,1009.30,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,28.00,180.00,2024-02-09 23:48,62.00,KBKL 092353Z 19016G28KT 10SM CLR 17/07 A2981 RMK AO2 PK WND 18028/2348 SLP093 T01670067 10194 20167 53002,M
BKL,2024-02-10 00:53,60.00,44.00,55.42,180.00,15.00,0.00,29.82,1009.60,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,28.00,180.00,2024-02-09 23:54,60.00,KBKL 100053Z 18015G26KT 10SM CLR 16/07 A2982 RMK AO2 PK WND 18028/2354 SLP096 T01560067,M
BKL,2024-02-10 01:53,58.00,45.00,61.85,180.00,19.00,0.00,29.81,1009.50,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,32.00,180.00,2024-02-10 01:28,58.00,KBKL 100153Z 18019G31KT 10SM CLR 14/07 A2981 RMK AO2 PK WND 18032/0128 SLP095 T01440072,M
BKL,2024-02-10 02:53,57.00,45.00,64.12,190.00,16.00,0.00,29.81,1009.30,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,33.00,180.00,2024-02-10 01:54,57.00,KBKL 100253Z 19016G26KT 10SM CLR 14/07 A2981 RMK AO2 PK WND 18033/0154 SLP093 T01390072 58000,M
BKL,2024-02-10 03:53,57.00,45.00,64.12,180.00,15.00,0.00,29.80,1009.10,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,28.00,180.00,2024-02-10 03:12,57.00,KBKL 100353Z 18015G25KT 10SM CLR 14/07 A2980 RMK AO2 PK WND 18028/0312 SLP091 T01390072,M
BKL,2024-02-10 04:53,56.00,45.00,66.48,190.00,14.00,0.00,29.81,1009.30,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,190.00,2024-02-10 03:55,56.00,KBKL 100453Z AUTO 19014G22KT 10SM CLR 13/07 A2981 RMK AO2 PK WND 19026/0355 SLP093 T01330072 401940128,M
BKL,2024-02-10 05:53,56.00,46.00,69.05,190.00,16.00,0.00,29.80,1009.00,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,180.00,2024-02-10 05:53,56.00,KBKL 100553Z AUTO 19016G26KT 10SM CLR 13/08 A2980 RMK AO2 PK WND 18026/0553 SLP090 T01330078 10167 20128 58002,M
BKL,2024-02-10 06:53,55.00,46.00,71.60,190.00,13.00,0.00,29.80,1008.90,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KBKL 100653Z AUTO 19013G23KT 10SM CLR 13/08 A2980 RMK AO2 SLP089 T01280078,M
BKL,2024-02-10 07:53,55.00,47.00,74.36,190.00,14.00,0.00,29.79,1008.80,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KBKL 100753Z AUTO 19014G22KT 10SM CLR 13/08 A2979 RMK AO2 SLP088 T01280083,M
BKL,2024-02-10 08:53,55.00,48.00,77.21,180.00,11.00,0.00,29.78,1008.50,10.00,M,FEW,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,55.00,KBKL 100853Z AUTO 18011KT 10SM FEW033 13/09 A2978 RMK AO2 SLP085 T01280089 58005,M
BKL,2024-02-10 09:53,56.00,49.00,77.29,210.00,12.00,0.00,29.78,1008.40,10.00,19.00,FEW,BKN,BKN,M,2200.00,3100.00,4000.00,M,M,M,M,M,M,M,M,56.00,KBKL 100953Z AUTO 21012G19KT 10SM FEW022 BKN031 BKN040 13/09 A2978 RMK AO2 SLP084 T01330094,M
BKL,2024-02-10 10:53,57.00,49.00,74.55,210.00,12.00,0.00,29.79,1008.80,10.00,22.00,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,57.00,KBKL 101053Z AUTO 21012G22KT 10SM SCT023 14/09 A2979 RMK AO2 SLP088 T01390094,M
BKL,2024-02-10 11:53,57.00,49.00,74.55,210.00,10.00,0.00,29.79,1008.60,10.00,18.00,SCT,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,57.00,KBKL 101153Z 21010G18KT 10SM SCT042 14/09 A2979 RMK AO2 SLP086 T01390094 10139 20128 50001,M
BKL,2024-02-10 12:53,57.00,49.00,74.55,210.00,9.00,0.00,29.79,1008.60,10.00,M,SCT,BKN,OVC,M,2100.00,3000.00,8000.00,M,M,M,M,M,M,M,M,57.00,KBKL 101253Z 21009KT 10SM SCT021 BKN030 OVC080 14/09 A2979 RMK AO2 SLP086 T01390094,M
BKL,2024-02-10 13:53,56.00,49.00,77.29,240.00,7.00,T,29.79,1008.80,10.00,M,BKN,OVC,M,M,2000.00,2700.00,M,M,M,M,M,M,M,M,M,56.00,KBKL 101353Z 24007KT 10SM BKN020 OVC027 13/09 A2979 RMK AO2 RAB03E12 SLP088 P0000 T01330094,M
BKL,2024-02-10 14:53,44.00,40.00,85.71,210.00,5.00,T,29.83,1010.40,1.75,M,FEW,OVC,M,M,200.00,1100.00,M,M,BR,M,M,M,M,M,M,40.65,KBKL 101453Z 21005KT 1 3/4SM BR FEW002 OVC011 07/04 A2983 RMK AO2 RAB42E51 SLP104 P0000 60000 T00670044 53015,M
BKL,2024-02-10 15:53,44.00,39.00,82.44,260.00,5.00,0.00,29.86,1011.20,9.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,40.65,KBKL 101553Z 26005KT 9SM OVC015 07/04 A2986 RMK AO2 SLP112 T00670039,M
BKL,2024-02-10 16:53,46.00,38.00,73.47,250.00,5.00,0.00,29.87,1011.60,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,43.02,KBKL 101653Z 25005KT 10SM OVC019 08/03 A2987 RMK AO2 SLP116 T00780033,M
BKL,2024-02-10 17:53,44.00,37.00,76.22,270.00,6.00,0.00,29.87,1011.80,10.00,M,BKN,OVC,M,M,1800.00,2500.00,M,M,M,M,M,M,M,M,M,39.98,KBKL 101753Z 27006KT 10SM BKN018 OVC025 07/03 A2987 RMK AO2 SLP118 60000 T00670028 10139 20067 51006,M
BKL,2024-02-10 18:53,43.00,35.00,73.16,260.00,8.00,0.00,29.87,1011.70,10.00,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,37.66,KBKL 101853Z 26008KT 10SM FEW028 06/02 A2987 RMK AO2 SLP117 T00610017,M
BKL,2024-02-10 19:53,43.00,35.00,73.16,290.00,7.00,0.00,29.87,1011.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.19,KBKL 101953Z 29007KT 10SM CLR 06/02 A2987 RMK AO2 SLP115 T00610017,M
BKL,2024-02-10 20:53,43.00,35.00,73.16,250.00,7.00,0.00,29.89,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.19,KBKL 102053Z 25007KT 10SM CLR 06/02 A2989 RMK AO2 SLP122 T00610017 53004,M
BKL,2024-02-10 21:53,42.00,33.00,70.19,230.00,7.00,0.00,29.90,1012.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.97,KBKL 102153Z 23007KT 10SM CLR 06/01 A2990 RMK AO2 SLP127 T00560006,M
BKL,2024-02-10 22:53,41.00,33.00,72.96,240.00,7.00,0.00,29.92,1013.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.75,KBKL 102253Z 24007KT 10SM CLR 05/01 A2992 RMK AO2 SLP132 T00500006,M
BKL,2024-02-10 23:53,42.00,34.00,73.06,250.00,9.00,0.00,29.94,1014.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.95,KBKL 102353Z 25009KT 10SM CLR 06/01 A2994 RMK AO2 SLP141 T00560011 10078 20044 53019,M
BKL,2024-02-11 00:53,40.00,33.00,75.84,250.00,8.00,0.00,29.95,1014.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.97,KBKL 110053Z 25008KT 10SM CLR 04/01 A2995 RMK AO2 SLP144 T00440006,M
BKL,2024-02-11 01:53,39.00,33.00,78.86,260.00,5.00,0.00,29.97,1014.90,10.00,M,SCT,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,34.71,KBKL 110153Z 26005KT 10SM SCT032 04/01 A2997 RMK AO2 SLP149 T00390006,M
BKL,2024-02-11 02:53,38.00,33.00,82.00,260.00,4.00,0.00,29.98,1015.70,10.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,34.43,KBKL 110253Z 26004KT 10SM OVC033 03/01 A2998 RMK AO2 SLP157 T00330006 53013,M
BKL,2024-02-11 03:53,39.00,33.00,78.86,290.00,6.00,0.00,30.00,1016.20,10.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,33.96,KBKL 110353Z 29006KT 10SM OVC033 04/01 A3000 RMK AO2 SLP162 T00390006,M
BKL,2024-02-11 04:53,39.00,32.00,75.75,310.00,6.00,0.00,30.01,1016.30,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,33.96,KBKL 110453Z AUTO 31006KT 10SM OVC027 04/00 A3001 RMK AO2 SLP163 T00390000 401390028,M
BKL,2024-02-11 05:53,38.00,31.00,75.65,320.00,8.00,0.00,30.02,1017.00,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,31.50,KBKL 110553Z AUTO 32008KT 10SM OVC028 03/M01 A3002 RMK AO2 SLP170 T00331006 10056 20028 51013,M
BKL,2024-02-11 06:53,38.00,31.00,75.65,340.00,7.00,0.00,30.01,1016.80,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,32.09,KBKL 110653Z AUTO 34007KT 10SM OVC026 03/M01 A3001 RMK AO2 SLP168 T00331006,M
BKL,2024-02-11 07:53,38.00,30.00,72.64,340.00,8.00,0.00,30.01,1016.50,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,31.50,KBKL 110753Z AUTO 34008KT 10SM OVC025 03/M01 A3001 RMK AO2 SLP165 T00331011,M
BKL,2024-02-11 08:53,38.00,29.00,69.74,350.00,11.00,0.00,30.00,1016.10,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,30.05,KBKL 110853Z AUTO 35011KT 10SM OVC025 03/M02 A3000 RMK AO2 SLP161 T00331017 58008,M
BKL,2024-02-11 09:53,37.00,29.00,72.54,350.00,9.00,0.00,30.00,1016.20,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,29.73,KBKL 110953Z AUTO 35009KT 10SM OVC025 03/M02 A3000 RMK AO2 SLP162 T00281017,M
BKL,2024-02-11 10:53,37.00,28.00,69.63,350.00,8.00,0.00,30.01,1016.70,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,30.27,KBKL 111053Z AUTO 35008KT 10SM OVC024 03/M02 A3001 RMK AO2 SLP167 T00281022,M
BKL,2024-02-11 11:53,37.00,28.00,69.63,340.00,9.00,0.00,30.01,1016.50,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,29.73,KBKL 111153Z AUTO 34009KT 10SM OVC026 03/M02 A3001 RMK AO2 SLP165 T00281022 10033 20028 50004,M
BKL,2024-02-11 12:53,37.00,28.00,69.63,350.00,7.00,0.00,30.02,1017.10,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,30.87,KBKL 111253Z 35007KT 10SM OVC026 03/M02 A3002 RMK AO2 SLP171 T00281022,M
BKL,2024-02-11 13:53,37.00,29.00,72.54,360.00,6.00,0.00,30.04,1017.60,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,31.55,KBKL 111353Z 36006KT 10SM OVC023 03/M02 A3004 RMK AO2 SLP176 T00281017,M
BKL,2024-02-11 14:53,37.00,29.00,72.54,30.00,9.00,0.00,30.04,1017.70,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,29.73,KBKL 111453Z 03009KT 10SM OVC021 03/M02 A3004 RMK AO2 SLP177 T00281017 51011,M
BKL,2024-02-11 15:53,38.00,28.00,66.94,20.00,7.00,0.00,30.03,1017.20,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,32.09,KBKL 111553Z 02007KT 10SM OVC022 03/M02 A3003 RMK AO2 SLP172 T00331022,M
BKL,2024-02-11 16:53,38.00,28.00,66.94,20.00,8.00,0.00,30.04,1017.50,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,31.50,KBKL 111653Z 02008KT 10SM OVC022 03/M02 A3004 RMK AO2 SLP175 T00331022,M
BKL,2024-02-11 17:53,38.00,28.00,66.94,10.00,7.00,0.00,30.01,1016.70,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,32.09,KBKL 111753Z 01007KT 10SM OVC023 03/M02 A3001 RMK AO2 SLP167 T00331022 10033 20028 58010,M
BKL,2024-02-11 18:53,38.00,28.00,66.94,360.00,8.00,0.00,30.02,1016.90,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,31.50,KBKL 111853Z 36008KT 10SM OVC024 03/M02 A3002 RMK AO2 SLP169 T00331022,M
BKL,2024-02-11 19:53,38.00,28.00,66.94,350.00,7.00,0.00,29.98,1015.80,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,32.09,KBKL 111953Z 35007KT 10SM OVC025 03/M02 A2998 RMK AO2 SLP158 T00331022,M
BKL,2024-02-11 20:53,37.00,27.00,66.82,360.00,5.00,0.00,29.98,1015.60,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,32.33,KBKL 112053Z 36005KT 10SM OVC025 03/M03 A2998 RMK AO2 SLP156 T00281028 58010,M
BKL,2024-02-11 21:53,37.00,28.00,69.63,350.00,6.00,0.00,29.99,1016.00,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,31.55,KBKL 112153Z 35006KT 10SM OVC026 03/M02 A2999 RMK AO2 SLP160 T00281022,M
BKL,2024-02-11 22:53,36.00,27.00,69.51,350.00,6.00,0.00,29.99,1016.10,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,30.35,KBKL 112253Z 35006KT 10SM OVC024 02/M03 A2999 RMK AO2 SLP161 T00221028,M
BKL,2024-02-11 23:53,36.00,27.00,69.51,340.00,5.00,0.00,30.00,1016.30,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,31.15,KBKL 112353Z 34005KT 10SM OVC022 02/M03 A3000 RMK AO2 SLP163 T00221028 10033 20022 51007,M
BKL,2024-02-12 00:53,36.00,27.00,69.51,0.00,0.00,0.00,30.00,1016.50,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,36.00,KBKL 120053Z 00000KT 10SM OVC017 02/M03 A3000 RMK AO2 SLP165 T00221028,M
BKL,2024-02-12 01:53,35.00,27.00,72.32,300.00,5.00,0.00,30.00,1016.40,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,29.96,KBKL 120153Z 30005KT 10SM OVC018 02/M03 A3000 RMK AO2 SLP164 T00171028,M
BKL,2024-02-12 02:53,35.00,25.00,66.57,0.00,0.00,0.00,29.99,1016.10,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,35.00,KBKL 120253Z 00000KT 10SM OVC018 02/M04 A2999 RMK AO2 SLP161 T00171039 58002,M
BKL,2024-02-12 03:53,33.00,25.00,72.11,290.00,4.00,0.00,29.98,1015.70,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,28.59,KBKL 120353Z 29004KT 10SM OVC018 01/M04 A2998 RMK AO2 SLP157 T00061039,M
BKL,2024-02-12 04:53,34.00,25.00,69.28,0.00,0.00,0.00,29.96,1015.00,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,34.00,KBKL 120453Z 00000KT 10SM OVC018 01/M04 A2996 RMK AO2 SLP150 T00111039 400390006,M
BKL,2024-02-12 05:53,33.00,25.00,72.11,0.00,0.00,0.00,29.97,1015.50,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,33.00,KBKL 120553Z 00000KT 10SM OVC018 01/M04 A2997 RMK AO2 SLP155 T00061039 10022 20006 55006,M
BKL,2024-02-12 06:53,34.00,27.00,75.26,360.00,4.00,0.00,29.95,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.76,KBKL 120653Z 36004KT 10SM CLR 01/M03 A2995 RMK AO2 SLP147 T00111028,M
BKL,2024-02-12 07:53,33.00,26.00,75.17,0.00,0.00,0.00,29.97,1015.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.00,KBKL 120753Z 00000KT 10SM CLR 01/M03 A2997 RMK AO2 SLP153 T00061033,M
BKL,2024-02-12 08:53,33.00,26.00,75.17,0.00,0.00,0.00,29.96,1015.10,10.00,M,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,33.00,KBKL 120853Z 00000KT 10SM BKN032 01/M03 A2996 RMK AO2 SLP151 T00061033 56004,M
BKL,2024-02-12 09:53,33.00,26.00,75.17,0.00,0.00,0.00,29.97,1015.60,10.00,M,OVC,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,33.00,KBKL 120953Z 00000KT 10SM OVC029 01/M03 A2997 RMK AO2 SLP156 T00061033,M
BKL,2024-02-12 10:53,34.00,27.00,75.26,0.00,0.00,0.00,29.96,1015.00,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,34.00,KBKL 121053Z 00000KT 10SM OVC028 01/M03 A2996 RMK AO2 SLP150 T00111028,M
